Ensembl,Entry,UNIPROT,Chrom,Gene.Name,Biotype
ENSG00000255717,NA,NA,11,SNHG1,processed_transcript
ENSG00000174365,NA,NA,20,SNHG11,processed_transcript
ENSG00000224078,NA,NA,15,SNHG14,processed_transcript
ENSG00000163597,NA,NA,17,SNHG16,processed_transcript
ENSG00000196756,NA,NA,20,SNHG17,processed_transcript
ENSG00000203875,NA,NA,6,SNHG5,processed_transcript
ENSG00000245910,NA,NA,8,SNHG6,processed_transcript
ENSG00000246985,NA,NA,12,SOCS2-AS1,processed_transcript
ENSG00000234899,NA,NA,17,SOX9-AS1,processed_transcript
ENSG00000227543,NA,NA,17,SPAG5-AS1,processed_transcript
ENSG00000226574,NA,NA,X,SPANXA2-OT1,processed_transcript
ENSG00000152268,NA,NA,11,SPON1,processed_transcript
ENSG00000049319,NA,NA,2,SRD5A2,processed_transcript
ENSG00000249700,NA,NA,4,SRD5A3-AS1,processed_transcript
ENSG00000197558,NA,NA,7,SSPO,processed_transcript
ENSG00000261713,NA,NA,16,SSTR5-AS1,processed_transcript
ENSG00000272752,NA,NA,7,STAG3L5P-PVRIG2P-PILRB,processed_transcript
ENSG00000236581,NA,NA,13,STARD13-AS,processed_transcript
ENSG00000204685,NA,NA,2,STARD7-AS1,processed_transcript
ENSG00000227646,NA,NA,7,STEAP2-AS1,processed_transcript
ENSG00000187621,NA,NA,14,TCL6,processed_transcript
ENSG00000261408,NA,NA,17,TEN1-CDK3,processed_transcript
ENSG00000228791,NA,NA,3,THRB-AS1,processed_transcript
ENSG00000226287,NA,NA,22,TMEM191A,processed_transcript
ENSG00000175147,NA,NA,1,TMEM51-AS1,processed_transcript
ENSG00000204282,NA,NA,17,TNRC6C-AS1,processed_transcript
ENSG00000229980,NA,NA,17,TOB1-AS1,processed_transcript
ENSG00000236333,NA,NA,12,TRHDE-AS1,processed_transcript
ENSG00000176734,NA,NA,7,TRIL,processed_transcript
ENSG00000224490,NA,NA,2,TTC21B-AS1,processed_transcript
ENSG00000235954,NA,NA,22,TTC28-AS1,processed_transcript
ENSG00000237548,NA,NA,9,TTLL11-IT1,processed_transcript
ENSG00000214049,NA,NA,19,UCA1,processed_transcript
ENSG00000034063,NA,NA,19,UHRF1,processed_transcript
ENSG00000180769,NA,NA,4,WDFY3-AS2,processed_transcript
ENSG00000243836,NA,NA,7,WDR86-AS1,processed_transcript
ENSG00000186530,NA,NA,8,XKR5,processed_transcript
ENSG00000093100,NA,NA,22,XXbac-B461K10.4,processed_transcript
ENSG00000272217,NA,NA,6,XXbac-BPG157A10.21,processed_transcript
ENSG00000241287,NA,NA,6,XXbac-BPG254F23.6,processed_transcript
ENSG00000260803,NA,NA,16,Z84812.4,processed_transcript
ENSG00000237036,NA,NA,10,ZEB1-AS1,processed_transcript
ENSG00000223910,NA,NA,10,ZNF32-AS3,processed_transcript
ENSG00000272373,NA,NA,10,ZNF33B,processed_transcript
ENSG00000237149,NA,NA,10,ZNF503-AS2,processed_transcript
ENSG00000229956,NA,NA,1,ZRANB2-AS2,processed_transcript
ENSG00000264194,NA,NA,17,AC000003.2,protein_coding
ENSG00000260869,NA,NA,16,AC002310.13,protein_coding
ENSG00000269449,NA,NA,7,AC002451.1,protein_coding
ENSG00000269103,NA,NA,22,AC002472.1,protein_coding
ENSG00000227782,NA,NA,17,AC002553.1,protein_coding
ENSG00000268413,NA,NA,17,AC003043.1,protein_coding
ENSG00000228768,NA,NA,17,AC003101.1,protein_coding
ENSG00000214921,NA,NA,17,AC003102.1,protein_coding
ENSG00000268948,NA,NA,19,AC004017.1,protein_coding
ENSG00000268069,NA,NA,12,AC004466.1,protein_coding
ENSG00000269169,NA,NA,19,AC004528.1,protein_coding
ENSG00000267901,NA,NA,14,AC004817.1,protein_coding
ENSG00000269468,NA,NA,1,AC004824.2,protein_coding
ENSG00000267970,NA,NA,7,AC004899.1,protein_coding
ENSG00000213888,NA,NA,22,AC005003.1,protein_coding
ENSG00000237896,NA,NA,7,AC005008.2,protein_coding
ENSG00000214871,NA,NA,7,AC005082.1,protein_coding
ENSG00000273452,NA,NA,17,AC005358.1,protein_coding
ENSG00000257040,NA,NA,14,AC005477.1,protein_coding
ENSG00000222012,NA,NA,7,AC005481.5,protein_coding
ENSG00000267985,NA,NA,7,AC005488.1,protein_coding
ENSG00000214841,NA,NA,7,AC005493.1,protein_coding
ENSG00000214167,NA,NA,17,AC005544.1,protein_coding
ENSG00000268024,NA,NA,17,AC005549.3,protein_coding
ENSG00000269205,NA,NA,16,AC005606.1,protein_coding
ENSG00000249034,NA,NA,5,AC005609.1,protein_coding
ENSG00000267545,NA,NA,19,AC005779.2,protein_coding
ENSG00000206044,NA,NA,12,AC005841.1,protein_coding
ENSG00000268891,NA,NA,7,AC006014.1,protein_coding
ENSG00000266958,NA,NA,19,AC006126.3,protein_coding
ENSG00000225516,NA,NA,Y,AC006156.1,protein_coding
ENSG00000236669,NA,NA,7,AC006372.1,protein_coding
ENSG00000205821,NA,NA,17,AC006435.1,protein_coding
ENSG00000269094,NA,NA,17,AC006449.1,protein_coding
ENSG00000230000,NA,NA,7,AC006455.1,protein_coding
ENSG00000204957,NA,NA,19,AC006486.1,protein_coding
ENSG00000235478,NA,NA,22,AC006946.15,protein_coding
ENSG00000269446,NA,NA,7,AC006967.1,protein_coding
ENSG00000268461,NA,NA,19,AC007204.1,protein_coding
ENSG00000269121,NA,NA,16,AC007216.2,protein_coding
ENSG00000269883,NA,NA,14,AC007375.1,protein_coding
ENSG00000268898,NA,NA,2,AC007377.1,protein_coding
ENSG00000268688,NA,NA,2,AC007382.1,protein_coding
ENSG00000217075,NA,NA,2,AC007401.2,protein_coding
ENSG00000268503,NA,NA,17,AC007421.1,protein_coding
ENSG00000267893,NA,NA,17,AC007461.1,protein_coding
ENSG00000223874,NA,NA,2,AC007557.1,protein_coding
ENSG00000269093,NA,NA,19,AC007773.3,protein_coding
ENSG00000269496,NA,NA,3,AC007919.2,protein_coding
ENSG00000214844,NA,NA,17,AC007952.1,protein_coding
ENSG00000228157,NA,NA,17,AC007952.5,protein_coding
ENSG00000197665,NA,NA,17,AC007952.6,protein_coding
ENSG00000214670,NA,NA,14,AC007956.1,protein_coding
ENSG00000269393,NA,NA,Y,AC007965.1,protein_coding
ENSG00000218672,NA,NA,7,AC008060.7,protein_coding
ENSG00000182824,NA,NA,22,AC008132.1,protein_coding
ENSG00000161103,NA,NA,22,AC008132.13,protein_coding
ENSG00000267941,NA,NA,7,AC008267.1,protein_coding
ENSG00000231031,NA,NA,2,AC008271.1,protein_coding
ENSG00000268208,NA,NA,14,AC008372.1,protein_coding
ENSG00000268217,NA,NA,5,AC008387.1,protein_coding
ENSG00000233828,NA,NA,5,AC008394.1,protein_coding
ENSG00000268397,NA,NA,5,AC008443.1,protein_coding
ENSG00000269267,NA,NA,5,AC008498.1,protein_coding
ENSG00000214109,NA,NA,19,AC008686.1,protein_coding
ENSG00000268280,NA,NA,5,AC008914.1,protein_coding
ENSG00000268424,NA,NA,5,AC008948.1,protein_coding
ENSG00000269215,NA,NA,5,AC008964.1,protein_coding
ENSG00000269047,NA,NA,16,AC009041.2,protein_coding
ENSG00000269746,NA,NA,16,AC009060.1,protein_coding
ENSG00000167970,NA,NA,16,AC009065.1,protein_coding
ENSG00000183470,NA,NA,7,AC009365.3,protein_coding
ENSG00000216895,NA,NA,7,AC009403.2,protein_coding
ENSG00000268706,NA,NA,18,AC009802.1,protein_coding
ENSG00000224730,NA,NA,19,AC009892.10,protein_coding
ENSG00000269084,NA,NA,Y,AC009977.1,protein_coding
ENSG00000269808,NA,NA,19,AC010327.2,protein_coding
ENSG00000214248,NA,NA,19,AC010336.1,protein_coding
ENSG00000269027,NA,NA,5,AC010368.2,protein_coding
ENSG00000269636,NA,NA,5,AC010441.1,protein_coding
ENSG00000226180,NA,NA,16,AC010536.1,protein_coding
ENSG00000267216,NA,NA,19,AC010642.1,protein_coding
ENSG00000269182,NA,NA,15,AC010760.1,protein_coding
ENSG00000269291,NA,NA,Y,AC010877.1,protein_coding
ENSG00000224361,NA,NA,2,AC011239.1,protein_coding
ENSG00000233539,NA,NA,7,AC011294.3,protein_coding
ENSG00000268822,NA,NA,2,AC011298.1,protein_coding
ENSG00000268857,NA,NA,2,AC011308.1,protein_coding
ENSG00000254106,NA,NA,5,AC011366.3,protein_coding
ENSG00000226104,NA,NA,19,AC011475.1,protein_coding
ENSG00000204850,NA,NA,19,AC011484.1,protein_coding
ENSG00000213922,NA,NA,19,AC011500.1,protein_coding
ENSG00000268423,NA,NA,19,AC011551.3,protein_coding
ENSG00000269686,NA,NA,2,AC011755.1,protein_coding
ENSG00000265629,NA,NA,2,AC011897.1,protein_coding
ENSG00000222017,NA,NA,2,AC011997.1,protein_coding
ENSG00000269464,NA,NA,Y,AC012067.1,protein_coding
ENSG00000228835,NA,NA,18,AC012123.1,protein_coding
ENSG00000233863,NA,NA,8,AC012215.1,protein_coding
ENSG00000268556,NA,NA,2,AC012360.1,protein_coding
ENSG00000268809,NA,NA,2,AC012360.2,protein_coding
ENSG00000268343,NA,NA,15,AC012414.1,protein_coding
ENSG00000268396,NA,NA,2,AC012485.1,protein_coding
ENSG00000269383,NA,NA,2,AC012493.2,protein_coding
ENSG00000184761,NA,NA,2,AC013269.5,protein_coding
ENSG00000268412,NA,NA,2,AC013449.1,protein_coding
ENSG00000231145,NA,NA,2,AC013468.1,protein_coding
ENSG00000267963,NA,NA,2,AC013469.1,protein_coding
ENSG00000269810,NA,NA,15,AC015660.1,protein_coding
ENSG00000236338,NA,NA,7,AC015987.2,protein_coding
ENSG00000215431,NA,NA,18,AC015989.1,protein_coding
ENSG00000269630,NA,NA,18,AC015989.2,protein_coding
ENSG00000205148,NA,NA,15,AC016251.1,protein_coding
ENSG00000268012,NA,NA,5,AC016559.1,protein_coding
ENSG00000205147,NA,NA,19,AC016586.1,protein_coding
ENSG00000238091,NA,NA,2,AC016745.1,protein_coding
ENSG00000267935,NA,NA,Y,AC016752.1,protein_coding
ENSG00000186235,NA,NA,2,AC016757.3,protein_coding
ENSG00000268080,NA,NA,8,AC016885.1,protein_coding
ENSG00000213828,NA,NA,2,AC017028.1,protein_coding
ENSG00000269633,NA,NA,2,AC017081.1,protein_coding
ENSG00000233538,NA,NA,2,AC017104.2,protein_coding
ENSG00000269679,NA,NA,18,AC018445.1,protein_coding
ENSG00000268241,NA,NA,2,AC018470.1,protein_coding
ENSG00000268488,NA,NA,15,AC018512.1,protein_coding
ENSG00000268301,NA,NA,12,AC018630.1,protein_coding
ENSG00000167765,NA,NA,19,AC018755.1,protein_coding
ENSG00000235978,NA,NA,3,AC018816.3,protein_coding
ENSG00000213953,NA,NA,2,AC018867.1,protein_coding
ENSG00000268846,NA,NA,2,AC018867.2,protein_coding
ENSG00000269210,NA,NA,2,AC019171.1,protein_coding
ENSG00000268328,NA,NA,2,AC019206.1,protein_coding
ENSG00000256530,NA,NA,15,AC019294.1,protein_coding
ENSG00000269367,NA,NA,12,AC020629.1,protein_coding
ENSG00000179066,NA,NA,19,AC020907.1,protein_coding
ENSG00000267531,NA,NA,19,AC020922.1,protein_coding
ENSG00000268953,NA,NA,19,AC020952.1,protein_coding
ENSG00000204876,NA,NA,7,AC021218.2,protein_coding
ENSG00000196355,NA,NA,4,AC021860.1,protein_coding
ENSG00000269417,NA,NA,2,AC022210.1,protein_coding
ENSG00000267964,NA,NA,10,AC022400.2,protein_coding
ENSG00000225940,NA,NA,5,AC022431.2,protein_coding
ENSG00000213132,NA,NA,3,AC022498.1,protein_coding
ENSG00000197604,NA,NA,10,AC022532.1,protein_coding
ENSG00000268730,NA,NA,15,AC022819.2,protein_coding
ENSG00000222031,NA,NA,2,AC023469.1,protein_coding
ENSG00000225885,NA,NA,8,AC023590.1,protein_coding
ENSG00000212997,NA,NA,8,AC023632.1,protein_coding
ENSG00000269282,NA,NA,12,AC024257.1,protein_coding
ENSG00000204533,NA,NA,19,AC024580.1,protein_coding
ENSG00000177340,NA,NA,12,AC024940.1,protein_coding
ENSG00000268028,NA,NA,12,AC025262.1,protein_coding
ENSG00000204752,NA,NA,19,AC025278.1,protein_coding
ENSG00000214325,NA,NA,16,AC025287.1,protein_coding
ENSG00000268509,NA,NA,3,AC026202.1,protein_coding
ENSG00000268865,NA,NA,12,AC026310.1,protein_coding
ENSG00000268640,NA,NA,12,AC026369.1,protein_coding
ENSG00000268432,NA,NA,5,AC026407.1,protein_coding
ENSG00000268317,NA,NA,16,AC026461.1,protein_coding
ENSG00000181495,NA,NA,5,AC026703.1,protein_coding
ENSG00000268885,NA,NA,5,AC026740.1,protein_coding
ENSG00000268838,NA,NA,15,AC027228.1,protein_coding
ENSG00000268798,NA,NA,19,AC027307.3,protein_coding
ENSG00000268553,NA,NA,5,AC027309.1,protein_coding
ENSG00000215067,NA,NA,17,AC027763.2,protein_coding
ENSG00000267880,NA,NA,19,AC037199.1,protein_coding
ENSG00000237102,NA,NA,16,AC040160.1,protein_coding
ENSG00000269871,NA,NA,17,AC040977.1,protein_coding
ENSG00000268085,NA,NA,8,AC051642.1,protein_coding
ENSG00000268716,NA,NA,12,AC055736.1,protein_coding
ENSG00000268206,NA,NA,17,AC061975.10,protein_coding
ENSG00000268965,NA,NA,17,AC061992.1,protein_coding
ENSG00000222020,NA,NA,2,AC062017.1,protein_coding
ENSG00000222007,NA,NA,2,AC064874.1,protein_coding
ENSG00000268821,NA,NA,2,AC068039.1,protein_coding
ENSG00000268171,NA,NA,4,AC068620.1,protein_coding
ENSG00000260415,NA,NA,12,AC068987.1,protein_coding
ENSG00000269165,NA,NA,10,AC069547.1,protein_coding
ENSG00000269700,NA,NA,10,AC069547.2,protein_coding
ENSG00000214314,NA,NA,7,AC073063.1,protein_coding
ENSG00000268181,NA,NA,7,AC073188.1,protein_coding
ENSG00000267906,NA,NA,7,AC073333.1,protein_coding
ENSG00000268170,NA,NA,7,AC073342.1,protein_coding
ENSG00000198580,NA,NA,7,AC073343.1,protein_coding
ENSG00000268519,NA,NA,12,AC073528.1,protein_coding
ENSG00000269531,NA,NA,12,AC073569.1,protein_coding
ENSG00000255863,NA,NA,12,AC073610.5,protein_coding
ENSG00000268632,NA,NA,15,AC073657.1,protein_coding
ENSG00000205334,NA,NA,2,AC074091.13,protein_coding
ENSG00000205971,NA,NA,7,AC074389.6,protein_coding
ENSG00000268091,NA,NA,12,AC078925.1,protein_coding
ENSG00000269657,NA,NA,17,AC079210.1,protein_coding
ENSG00000226757,NA,NA,4,AC079341.1,protein_coding
ENSG00000267889,NA,NA,2,AC079354.2,protein_coding
ENSG00000272214,NA,NA,12,AC079602.1,protein_coding
ENSG00000196758,NA,NA,2,AC079612.1,protein_coding
ENSG00000229974,NA,NA,7,AC083862.1,protein_coding
ENSG00000268076,NA,NA,12,AC087239.1,protein_coding
ENSG00000268484,NA,NA,15,AC087477.1,protein_coding
ENSG00000268310,NA,NA,17,AC087645.1,protein_coding
ENSG00000232941,NA,NA,8,AC090186.1,protein_coding
ENSG00000268550,NA,NA,19,AC090427.1,protein_coding
ENSG00000269197,NA,NA,8,AC090574.1,protein_coding
ENSG00000214708,NA,NA,17,AC090616.2,protein_coding
ENSG00000267942,NA,NA,12,AC090673.2,protein_coding
ENSG00000268960,NA,NA,18,AC091150.1,protein_coding
ENSG00000217455,NA,NA,7,AC091801.1,protein_coding
ENSG00000268126,NA,NA,5,AC091948.1,protein_coding
ENSG00000269049,NA,NA,16,AC092291.2,protein_coding
ENSG00000269422,NA,NA,16,AC092384.1,protein_coding
ENSG00000222000,NA,NA,2,AC092675.3,protein_coding
ENSG00000232056,NA,NA,2,AC092687.4,protein_coding
ENSG00000269795,NA,NA,1,AC092782.1,protein_coding
ENSG00000203691,NA,NA,1,AC092811.1,protein_coding
ENSG00000267819,NA,NA,12,AC092850.1,protein_coding
ENSG00000203443,NA,NA,3,AC092964.1,protein_coding
ENSG00000267979,NA,NA,3,AC092964.2,protein_coding
ENSG00000269175,NA,NA,1,AC093157.1,protein_coding
ENSG00000268791,NA,NA,4,AC093323.1,protein_coding
ENSG00000269559,NA,NA,4,AC093677.1,protein_coding
ENSG00000220256,NA,NA,2,AC093802.1,protein_coding
ENSG00000267988,NA,NA,7,AC096582.1,protein_coding
ENSG00000224867,NA,NA,1,AC096644.1,protein_coding
ENSG00000269690,NA,NA,1,AC096677.1,protein_coding
ENSG00000228919,NA,NA,4,AC097381.1,protein_coding
ENSG00000269074,NA,NA,2,AC099344.1,protein_coding
ENSG00000217825,NA,NA,7,AC099552.4,protein_coding
ENSG00000226364,NA,NA,17,AC102948.2,protein_coding
ENSG00000229387,NA,NA,11,AC103801.2,protein_coding
ENSG00000268626,NA,NA,17,AC103809.2,protein_coding
ENSG00000269558,NA,NA,7,AC104057.1,protein_coding
ENSG00000214919,NA,NA,3,AC104472.1,protein_coding
ENSG00000234949,NA,NA,2,AC104667.3,protein_coding
ENSG00000233502,NA,NA,2,AC104794.4,protein_coding
ENSG00000129538,P07998,RNAS1_HUMAN,14,RNASE1,protein_coding
ENSG00000182545,Q5GAN6,RNS10_HUMAN,14,RNASE10,protein_coding
ENSG00000259060,A0A096LNG9,A0A096LNG9_HUMAN,14,RNASE11,protein_coding
ENSG00000258436,Q5GAN4,RNS12_HUMAN,14,RNASE12,protein_coding
ENSG00000206150,Q5GAN3,RNS13_HUMAN,14,RNASE13,protein_coding
ENSG00000169385,P10153,RNAS2_HUMAN,14,RNASE2,protein_coding
ENSG00000169397,P12724,ECP_HUMAN,14,RNASE3,protein_coding
ENSG00000258818,P34096,RNAS4_HUMAN,14,RNASE4,protein_coding
ENSG00000169413,Q93091,RNAS6_HUMAN,14,RNASE6,protein_coding
ENSG00000165799,Q9H1E1,RNAS7_HUMAN,14,RNASE7,protein_coding
ENSG00000173431,Q8TDE3,RNAS8_HUMAN,14,RNASE8,protein_coding
ENSG00000188655,P60153,RNAS9_HUMAN,14,RNASE9,protein_coding
ENSG00000171865,O60930,RNH1_HUMAN,2,RNASEH1,protein_coding
ENSG00000268485,NA,NA,2,AC104841.2,protein_coding
ENSG00000203392,NA,NA,15,AC105020.1,protein_coding
ENSG00000230493,NA,NA,17,AC106017.1,protein_coding
ENSG00000104889,O75792,RNH2A_HUMAN,19,RNASEH2A,protein_coding
ENSG00000136104,Q5TBB1,RNH2B_HUMAN,13,RNASEH2B,protein_coding
ENSG00000228368,NA,NA,7,AC106873.4,protein_coding
ENSG00000172922,Q8TDP1,RNH2C_HUMAN,11,RNASEH2C,protein_coding
ENSG00000222001,NA,NA,2,AC106876.2,protein_coding
ENSG00000219200,Q6P5S7,RNK_HUMAN,17,RNASEK,protein_coding
ENSG00000161939,H0YIS7,H0YIS7_HUMAN,17,RNASEK-C17orf49,protein_coding
ENSG00000135828,Q05823,RN5A_HUMAN,1,RNASEL,protein_coding
ENSG00000026297,O00584,RNT2_HUMAN,6,RNASET2,protein_coding
ENSG00000172602,Q92730,RND1_HUMAN,12,RND1,protein_coding
ENSG00000108830,P52198,RND2_HUMAN,17,RND2,protein_coding
ENSG00000115963,P61587,RND3_HUMAN,2,RND3,protein_coding
ENSG00000022840,Q8N5U6,RNF10_HUMAN,12,RNF10,protein_coding
ENSG00000239305,O00237,RN103_HUMAN,2,RNF103,protein_coding
ENSG00000249884,A0A140T963,A0A140T963_HUMAN,2,RNF103-CHMP3,protein_coding
ENSG00000232013,NA,NA,3,AC107021.1,protein_coding
ENSG00000123091,Q9Y3C5,RNF11_HUMAN,1,RNF11,protein_coding
ENSG00000157450,Q6ZNA4,RN111_HUMAN,15,RNF111,protein_coding
ENSG00000128482,Q9ULX5,RN112_HUMAN,17,RNF112,protein_coding
ENSG00000125352,O15541,R113A_HUMAN,X,RNF113A,protein_coding
ENSG00000139797,Q8IZP6,R113B_HUMAN,13,RNF113B,protein_coding
ENSG00000124226,Q9Y508,RN114_HUMAN,20,RNF114,protein_coding
ENSG00000269000,NA,NA,2,AC108868.1,protein_coding
ENSG00000268537,NA,NA,3,AC109583.1,protein_coding
ENSG00000137522,Q9H920,RN121_HUMAN,11,RNF121,protein_coding
ENSG00000133874,Q9H9V4,RN122_HUMAN,8,RNF122,protein_coding
ENSG00000164068,Q5XPI4,RN123_HUMAN,3,RNF123,protein_coding
ENSG00000101695,Q96EQ8,RN125_HUMAN,18,RNF125,protein_coding
ENSG00000070423,Q9BV68,RN126_HUMAN,19,RNF126,protein_coding
ENSG00000233438,NA,NA,2,AC109829.1,protein_coding
ENSG00000133135,Q8TEB7,RN128_HUMAN,X,RNF128,protein_coding
ENSG00000082996,O43567,RNF13_HUMAN,3,RNF13,protein_coding
ENSG00000113269,Q86XS8,GOLI_HUMAN,5,RNF130,protein_coding
ENSG00000188050,Q8WVZ7,RN133_HUMAN,7,RNF133,protein_coding
ENSG00000181481,Q8IUD6,RN135_HUMAN,17,RNF135,protein_coding
ENSG00000134758,Q8WVD3,RN138_HUMAN,18,RNF138,protein_coding
ENSG00000268656,NA,NA,2,AC110084.1,protein_coding
ENSG00000170881,Q8WU17,RN139_HUMAN,8,RNF139,protein_coding
ENSG00000268788,NA,NA,4,AC110615.1,protein_coding
ENSG00000013561,Q9UBS8,RNF14_HUMAN,5,RNF14,protein_coding
ENSG00000110315,Q8WVD5,RN141_HUMAN,11,RNF141,protein_coding
ENSG00000151692,P50876,R144A_HUMAN,2,RNF144A,protein_coding
ENSG00000218416,NA,NA,2,AC110619.2,protein_coding
ENSG00000137393,Q7Z419,R144B_HUMAN,6,RNF144B,protein_coding
ENSG00000145860,Q96MT1,RN145_HUMAN,5,RNF145,protein_coding
ENSG00000118518,Q9NTX7,RN146_HUMAN,6,RNF146,protein_coding
ENSG00000235631,Q8N7C7,RN148_HUMAN,7,RNF148,protein_coding
ENSG00000163162,Q8NC42,RN149_HUMAN,2,RNF149,protein_coding
ENSG00000170153,Q9ULK6,RN150_HUMAN,4,RNF150,protein_coding
ENSG00000179580,Q2KHN1,RN151_HUMAN,16,RNF151,protein_coding
ENSG00000176641,Q8N8N0,RN152_HUMAN,18,RNF152,protein_coding
ENSG00000141576,Q96PX1,RN157_HUMAN,17,RNF157,protein_coding
ENSG00000269302,NA,NA,4,AC110771.1,protein_coding
ENSG00000141622,Q6ZSG1,RN165_HUMAN,18,RNF165,protein_coding
ENSG00000158717,Q96A37,RN166_HUMAN,16,RNF166,protein_coding
ENSG00000108523,Q9H6Y7,RN167_HUMAN,17,RNF167,protein_coding
ENSG00000163961,Q8IYW5,RN168_HUMAN,3,RNF168,protein_coding
ENSG00000166439,Q8NCN4,RN169_HUMAN,11,RNF169,protein_coding
ENSG00000132972,Q9BXT8,RNF17_HUMAN,13,RNF17,protein_coding
ENSG00000120925,Q96K19,RN170_HUMAN,8,RNF170,protein_coding
ENSG00000145428,Q8N4F7,RN175_HUMAN,4,RNF175,protein_coding
ENSG00000164197,Q86T96,RN180_HUMAN,5,RNF180,protein_coding
ENSG00000168894,Q9P0P0,RN181_HUMAN,2,RNF181,protein_coding
ENSG00000180537,Q8N6D2,RN182_HUMAN,6,RNF182,protein_coding
ENSG00000165188,Q96D59,RN183_HUMAN,9,RNF183,protein_coding
ENSG00000138942,Q96GF1,RN185_HUMAN,22,RNF185,protein_coding
ENSG00000176349,NA,NA,7,AC110781.3,protein_coding
ENSG00000178828,Q9NXI6,RN186_HUMAN,1,RNF186,protein_coding
ENSG00000168159,Q5TA31,RN187_HUMAN,1,RNF187,protein_coding
ENSG00000034677,Q9NV58,RN19A_HUMAN,8,RNF19A,protein_coding
ENSG00000116514,Q6ZMZ0,RN19B_HUMAN,1,RNF19B,protein_coding
ENSG00000269506,NA,NA,4,AC110792.1,protein_coding
ENSG00000229615,NA,NA,2,AC111200.1,protein_coding
ENSG00000121481,Q99496,RING2_HUMAN,1,RNF2,protein_coding
ENSG00000155827,Q5VTR2,BRE1A_HUMAN,9,RNF20,protein_coding
ENSG00000158286,Q6ZRF8,RN207_HUMAN,1,RNF207,protein_coding
ENSG00000212864,Q9H0X6,RN208_HUMAN,9,RNF208,protein_coding
ENSG00000178222,Q495C1,RN212_HUMAN,4,RNF212,protein_coding
ENSG00000173821,Q63HN8,RN213_HUMAN,17,RNF213,protein_coding
ENSG00000167257,Q8ND24,RN214_HUMAN,11,RNF214,protein_coding
ENSG00000099999,Q9Y6U7,RN215_HUMAN,22,RNF215,protein_coding
ENSG00000011275,Q9NWF9,RN216_HUMAN,7,RNF216,protein_coding
ENSG00000268800,NA,NA,5,AC112205.1,protein_coding
ENSG00000269360,NA,NA,15,AC112693.2,protein_coding
ENSG00000146373,Q8TC41,RN217_HUMAN,6,RNF217,protein_coding
ENSG00000152193,Q5W0B1,OBI1_HUMAN,13,RNF219,protein_coding
ENSG00000224132,NA,NA,2,AC112715.2,protein_coding
ENSG00000187147,Q5VTB9,RN220_HUMAN,1,RNF220,protein_coding
ENSG00000189051,A6NCQ9,RN222_HUMAN,17,RNF222,protein_coding
ENSG00000237330,E7ERA6,RN223_HUMAN,1,RNF223,protein_coding
ENSG00000233198,P0DH78,RN224_HUMAN,9,RNF224,protein_coding
ENSG00000101236,Q9Y225,RNF24_HUMAN,20,RNF24,protein_coding
ENSG00000163481,Q96BH1,RNF25_HUMAN,2,RNF25,protein_coding
ENSG00000173456,Q9BY78,RNF26_HUMAN,11,RNF26,protein_coding
ENSG00000222022,NA,NA,2,AC112721.1,protein_coding
ENSG00000092098,Q96EP0,RNF31_HUMAN,14,RNF31,protein_coding
ENSG00000105982,Q9H0A6,RNF32_HUMAN,7,RNF32,protein_coding
ENSG00000170633,Q969K3,RNF34_HUMAN,12,RNF34,protein_coding
ENSG00000137075,Q9H0F5,RNF38_HUMAN,9,RNF38,protein_coding
ENSG00000204618,Q9H2S5,RNF39_HUMAN,6,RNF39,protein_coding
ENSG00000063978,P78317,RNF4_HUMAN,4,RNF4,protein_coding
ENSG00000103549,O75150,BRE1B_HUMAN,16,RNF40,protein_coding
ENSG00000181852,Q9H4P4,RNF41_HUMAN,12,RNF41,protein_coding
ENSG00000108375,Q68DV7,RNF43_HUMAN,17,RNF43,protein_coding
ENSG00000146083,Q7L0R7,RNF44_HUMAN,5,RNF44,protein_coding
ENSG00000204308,Q99942,RNF5_HUMAN,6,RNF5,protein_coding
ENSG00000268950,NA,NA,1,AC114494.1,protein_coding
ENSG00000127870,Q9Y252,RNF6_HUMAN,13,RNF6,protein_coding
ENSG00000212768,NA,NA,15,AC114546.1,protein_coding
ENSG00000114125,Q9UBF6,RBX2_HUMAN,3,RNF7,protein_coding
ENSG00000204620,NA,NA,X,AC115618.1,protein_coding
ENSG00000112130,O76064,RNF8_HUMAN,6,RNF8,protein_coding
ENSG00000189050,Q5M7Z0,RNFT1_HUMAN,17,RNFT1,protein_coding
ENSG00000269402,NA,NA,17,AC116407.2,protein_coding
ENSG00000268175,NA,NA,3,AC117395.1,protein_coding
ENSG00000135119,Q96EX2,RNFT2_HUMAN,12,RNFT2,protein_coding
ENSG00000111880,O60942,MCE1_HUMAN,6,RNGTT,protein_coding
ENSG00000212999,NA,NA,8,AC117834.1,protein_coding
ENSG00000023191,P13489,RINI_HUMAN,11,RNH1,protein_coding
ENSG00000184719,Q5VYX0,RNLS_HUMAN,10,RNLS,protein_coding
ENSG00000101654,O43148,MCES_HUMAN,18,RNMT,protein_coding
ENSG00000171861,Q9HC36,MRM3_HUMAN,17,RNMTL1,protein_coding
ENSG00000268313,NA,NA,1,AC119673.1,protein_coding
ENSG00000213002,NA,NA,8,AC120194.1,protein_coding
ENSG00000185946,Q96LT9,RNPC3_HUMAN,1,RNPC3,protein_coding
ENSG00000176393,Q9H4A4,AMPB_HUMAN,1,RNPEP,protein_coding
